ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,Year,notes,dateadded,lastmodified,full.address,lon,lat,geoAddress,status
CO550,Buff Room,,1360 College Age.,Boulder,CO,"(YC),(M)",Bars/Clubs,,1971,NA,4/9/2020 12:43am,7/23/2020 7:26pm,"1360 College Age., Boulder, CO",-105.2705456,40.0149856,"boulder, co, usa",Geocoded
CO551,Nikko-U Steam Baths,,507 Canyon Blvd.,Boulder,CO,(*),Baths,,1971,NA,4/9/2020 12:44am,7/23/2020 7:26pm,"507 Canyon Blvd., Boulder, CO",-105.2886551,40.0153423,"507 canyon blvd, boulder, co 80302, usa",Geocoded
CO552,Exit 21,,2028 Sheldon Ave.,Colorado Springs,CO,(*),Bars/Clubs,,1971,NA,4/9/2020 12:44am,7/23/2020 7:26pm,"2028 Sheldon Ave., Colorado Springs, CO",-104.8579498,38.8420807,"2028 sheldon ave, colorado springs, co 80904, usa",Geocoded
CO553,Gimlet Lounge,,2732 Airport Rd.,Colorado Springs,CO,(M),Bars/Clubs,,1971,NA,4/9/2020 12:44am,7/23/2020 7:26pm,"2732 Airport Rd., Colorado Springs, CO",-104.7787237,38.8257483,"2732 airport rd, colorado springs, co 80910, usa",Geocoded
CO554,Kuchina Lounge,,118 N. Cascade Ave.,Colorado Springs,CO,(M),Bars/Clubs,,1971,NA,4/9/2020 12:45am,7/23/2020 7:26pm,"118 N. Cascade Ave., Colorado Springs, CO",-104.8258112,38.8364635,"118 n cascade ave, colorado springs, co 80903, usa",Geocoded
CO555,Manhattan,,14 E. Pikes Pk. Ave.,Colorado Springs,CO,(M),Bars/Clubs,,1971,NA,4/9/2020 12:45am,7/23/2020 7:26pm,"14 E. Pikes Pk. Ave., Colorado Springs, CO",-104.824459,38.834215,"14 e pikes peak ave, colorado springs, co 80903, usa",Geocoded
CO556,Red Ram Lounge,,Tejon & Cucharras,Colorado Springs,CO,(M),Bars/Clubs,checked,1971,NA,4/9/2020 12:45am,7/23/2020 7:26pm,"Tejon & Cucharras, Colorado Springs, CO",-104.824167,38.831331,unclear_coded_by_hand,Found
CO557,Red Ram Lounge,,Tejon & Cucharras,Colorado Springs,CO,(M),Bars/Clubs,checked,1971,NA,4/9/2020 12:45am,4/9/2020 1:26am,"Tejon & Cucharras, CO",-104.824167,38.831331,unclear_coded_by_hand,Found
CO558,Wee-G's,,517 E. Pikes Pk. Ave.,Colorado Springs,CO,"(G),(M)",Bars/Clubs,,1971,NA,4/9/2020 12:46am,7/23/2020 7:26pm,"517 E. Pikes Pk. Ave., Colorado Springs, CO",-104.8154983,38.833351,"517 e pikes peak ave, colorado springs, co 80903, usa",Geocoded
CO559,Back Door,(alley behind or thru Front Door),1547 Broadway,Denver,CO,"(S),(*)",Bars/Clubs,,1971,NA,4/9/2020 12:46am,7/23/2020 7:26pm,"1547 Broadway, Denver, CO",-104.9874105,39.7408351,"1547 broadway, denver, co 80202, usa",Geocoded
CO560,Capitol Lounge,,1518 Broadway,Denver,CO,(RT),Bars/Clubs,,1971,NA,4/9/2020 12:46am,7/23/2020 7:26pm,"1518 Broadway, Denver, CO",-104.9871217,39.7405562,"1518 broadway, denver, co 80202, usa",Geocoded
CO561,Charlie's (or Alicia's),(after hours),1549 Broadway,Denver,CO,"(R),(C)",Restaurant,,1971,NA,4/9/2020 12:51am,7/23/2020 7:26pm,"1549 Broadway, Denver, CO",-104.9877972,39.6885489,"1549 broadway, denver, co 80210, usa",Geocoded
CO562,Cherry Creek Tavern,,1301 Lawrence ,Denver,CO,(G),Bars/Clubs,,1971,NA,4/9/2020 12:52am,7/23/2020 7:26pm,"1301 Lawrence , Denver, CO",-105.0007103,39.7452738,"1301 lawrence st, denver, co 80204, usa",Geocoded
CO563,Club Baths of Denver,,1359 Court Pl.,Denver,CO,,Baths,,1971,NA,4/9/2020 12:52am,7/23/2020 7:26pm,"1359 Court Pl., Denver, CO",-104.9918709,39.7404382,"1359 court pl, denver, co 80204, usa",Geocoded
CO564,Court Jester,,1617 Court Pl.,Denver,CO,"(YC),(*)",Bars/Clubs,,1971,NA,4/9/2020 12:52am,7/23/2020 7:26pm,"1617 Court Pl., Denver, CO",-104.9882761,39.742858,"1617 court pl, denver, co 80202, usa",Geocoded
CO565,Front Door,,1547 Broadway,Denver,CO,"(D),(*)",Bars/Clubs,,1971,NA,4/9/2020 12:53am,7/23/2020 7:26pm,"1547 Broadway, Denver, CO",-104.9874105,39.7408351,"1547 broadway, denver, co 80202, usa",Geocoded
CO566,Lake Steam Baths,,3540 Colfax,Denver,CO,,Baths,,1971,NA,4/9/2020 12:53am,7/23/2020 7:26pm,"3540 Colfax, Denver, CO",-105.0341441,39.7401412,"3540 w colfax ave, denver, co 80204, usa",Geocoded
CO567,Mixer Club,,1713 Curtis,Denver,CO,,Bars/Clubs,,1971,NA,4/9/2020 12:53am,7/23/2020 7:26pm,"1713 Curtis, Denver, CO",-104.9934327,39.7482399,"1713 curtis street, denver, co 80202, usa",Geocoded
CO568,My Place,,1541 Welton,Denver,CO,(S),Bars/Clubs,,1971,NA,4/9/2020 12:54am,7/23/2020 7:26pm,"1541 Welton, Denver, CO",-104.9919567,39.7440937,"1541 welton st, denver, co 80202, usa",Geocoded
CO569,ouR-Den,,5110 W. Colfax,Denver,CO,,Bars/Clubs,,1971,NA,4/9/2020 12:54am,7/23/2020 7:26pm,"5110 W. Colfax, Denver, CO",-105.0524766,39.7401799,"5110 w colfax ave, denver, co 80204, usa",Geocoded
CO570,Pink Elephant,,321 E. Colfax,Denver,CO,(M),Bars/Clubs,,1971,NA,4/9/2020 12:54am,7/23/2020 7:26pm,"321 E. Colfax, Denver, CO",-104.9828334,39.74021,"321 e colfax ave, denver, co 80203, usa",Geocoded
CO571,Pirate's Den,(use back door),1705 Federal Blvd.,Denver,CO,(*),,,1971,NA,4/9/2020 12:54am,7/23/2020 7:26pm,"1705 Federal Blvd., Denver, CO",-105.02524,39.743952,unclear_coded_by_hand,Found
CO572,Sand's,,1573 Glenarm Pl.,Denver,CO,"(M),(RT)",Bars/Clubs,,1971,NA,4/9/2020 12:55am,7/23/2020 7:26pm,"1573 Glenarm Pl., Denver, CO",-104.9909591,39.7438134,"1573 glenarm pl, denver, co 80202, usa",Geocoded
CO573,Dino's,,618 N. Main St.,Pueblo,CO,(M),Bars/Clubs,,1971,NA,4/9/2020 12:56am,7/23/2020 7:26pm,"618 N. Main St., Pueblo, CO",-104.6085147,38.2731057,"618 n main st, pueblo, co 81003, usa",Geocoded
CO574,Topper,,705 N. Main St. ,Pueblo,CO,(M),Bars/Clubs,,1971,NA,4/9/2020 12:56am,7/23/2020 7:26pm,"705 N. Main St. , Pueblo, CO",-104.608919,38.2736572,"705 n main st, pueblo, co 81003, usa",Geocoded
CO575,Woodlander,,428 E. Hyman,Aspen,CO,(M),Bars/Clubs,,1970,NA,4/9/2020 12:56am,7/23/2020 7:26pm,"428 E. Hyman, Aspen, CO",-106.818898,39.189146,"428 e hyman ave, aspen, co 81611, usa",Geocoded
CO576,Buff Room,,1360 College Ave.,Boulder,CO,"(YC),(M)",Bars/Clubs,,1970,NA,4/9/2020 12:57am,7/23/2020 7:26pm,"1360 College Ave., Boulder, CO",-105.2751532,40.007289,"1360 college ave, boulder, co 80302, usa",Geocoded
CO577,Nikko-U Steam Baths,,507 Canyon Blvd.,Boulder,CO,,Baths,,1970,NA,4/9/2020 12:58am,7/23/2020 7:26pm,"507 Canyon Blvd., Boulder, CO",-105.2886551,40.0153423,"507 canyon blvd, boulder, co 80302, usa",Geocoded
CO578,Exit 21,,2028 Sheldon Ave.,Colorado Springs,CO,(*),Bars/Clubs,,1970,NA,4/9/2020 12:58am,7/23/2020 7:26pm,"2028 Sheldon Ave., Colorado Springs, CO",-104.8579498,38.8420807,"2028 sheldon ave, colorado springs, co 80904, usa",Geocoded
CO579,Gimlet Lounge,,2732 Airport Rd.,Colorado Springs,CO,(M),Bars/Clubs,,1970,NA,4/9/2020 12:58am,7/23/2020 7:26pm,"2732 Airport Rd., Colorado Springs, CO",-104.7787237,38.8257483,"2732 airport rd, colorado springs, co 80910, usa",Geocoded
CO580,Kuchina Lounge,,118 N. Cascade Ave.,Colorado Springs,CO,(M),Bars/Clubs,,1970,NA,4/9/2020 1:01am,7/23/2020 7:26pm,"118 N. Cascade Ave., Colorado Springs, CO",-104.8258112,38.8364635,"118 n cascade ave, colorado springs, co 80903, usa",Geocoded
CO581,Manhattan,,14 E. Pikes Pk. Ave.,Colorado Springs,CO,(M),Bars/Clubs,,1970,NA,4/9/2020 1:01am,7/23/2020 7:26pm,"14 E. Pikes Pk. Ave., Colorado Springs, CO",-104.824459,38.834215,"14 e pikes peak ave, colorado springs, co 80903, usa",Geocoded
CO582,Wee-G's Lounge,,517 E. Pikes Pk. Ave.,Colorado Springs,CO,"(G),(M)",Bars/Clubs,,1970,NA,4/9/2020 1:02am,7/23/2020 7:26pm,"517 E. Pikes Pk. Ave., Colorado Springs, CO",-104.8154983,38.833351,"517 e pikes peak ave, colorado springs, co 80903, usa",Geocoded
CO583,Alicia's ,(after hours),1549 Broadway,Denver,CO,"(M),(R),(C)",Restaurant,,1970,NA,4/9/2020 1:02am,7/23/2020 7:26pm,"1549 Broadway, Denver, CO",-104.9877972,39.6885489,"1549 broadway, denver, co 80210, usa",Geocoded
CO584,Back Door,(alley behind of thru Front Door),1547 Broadway,Denver,CO,"(S),(*)",Bars/Clubs,,1970,NA,4/9/2020 1:02am,7/23/2020 7:26pm,"1547 Broadway, Denver, CO",-104.9874105,39.7408351,"1547 broadway, denver, co 80202, usa",Geocoded
CO585,Capitol Lounge,,1518 Broadway,Denver,CO,(RT),Bars/Clubs,,1970,NA,4/9/2020 1:03am,7/23/2020 7:26pm,"1518 Broadway, Denver, CO",-104.9871217,39.7405562,"1518 broadway, denver, co 80202, usa",Geocoded
CO586,Cherry Creek Tavern,,1301 Lawrence,Denver,CO,(G),Bars/Clubs,,1970,NA,4/9/2020 1:03am,7/23/2020 7:26pm,"1301 Lawrence, Denver, CO",-105.0007103,39.7452738,"1301 lawrence st, denver, co 80204, usa",Geocoded
CO587,Court Jester,,1617 Court Pl.,Denver,CO,"(YC),(*)",Bars/Clubs,,1970,NA,4/9/2020 1:03am,7/23/2020 7:26pm,"1617 Court Pl., Denver, CO",-104.9882761,39.742858,"1617 court pl, denver, co 80202, usa",Geocoded
CO588,Front Door ,,1547 Broadway,Denver,CO,"(D),(*)",Bars/Clubs,,1970,NA,4/9/2020 1:04am,7/23/2020 7:26pm,"1547 Broadway, Denver, CO",-104.9874105,39.7408351,"1547 broadway, denver, co 80202, usa",Geocoded
CO589,Lake Baths,,3540 Colfax,Denver,CO,,Baths,,1970,NA,4/9/2020 1:04am,7/23/2020 7:26pm,"3540 Colfax, Denver, CO",-105.0341441,39.7401412,"3540 w colfax ave, denver, co 80204, usa",Geocoded
CO590,My Place,,1541 Welton,Denver,CO,(S),Bars/Clubs,,1970,NA,4/9/2020 1:04am,7/23/2020 7:26pm,"1541 Welton, Denver, CO",-104.9919567,39.7440937,"1541 welton st, denver, co 80202, usa",Geocoded
CO591,Pink Elephant,,321 E. Colfax,Denver,CO,(M),Bars/Clubs,,1970,NA,4/9/2020 1:04am,7/23/2020 7:26pm,"321 E. Colfax, Denver, CO",-104.9828334,39.74021,"321 e colfax ave, denver, co 80203, usa",Geocoded
CO592,Pirate's Den,(use back door),1705 Federal Blvd.,Denver,CO,(*),Bars/Clubs,,1970,NA,4/9/2020 1:04am,7/23/2020 7:26pm,"1705 Federal Blvd., Denver, CO",-105.02524,39.743952,unclear_coded_by_hand,Found
CO593,Sand's ,,1573 Glenarm Pl.,Denver,CO,"(M),(RT)",Bars/Clubs,,1970,NA,4/9/2020 1:05am,7/23/2020 7:26pm,"1573 Glenarm Pl., Denver, CO",-104.9909591,39.7438134,"1573 glenarm pl, denver, co 80202, usa",Geocoded
CO594,Dino's,,618 N. Main St.,Pueblo,CO,(M),Bars/Clubs,,1970,NA,4/9/2020 1:06am,7/23/2020 7:26pm,"618 N. Main St., Pueblo, CO",-104.6085147,38.2731057,"618 n main st, pueblo, co 81003, usa",Geocoded
CO595,Topper,,705 N. Main St.,Pueblo,CO,(M),Bars/Clubs,,1970,NA,4/9/2020 1:06am,7/23/2020 7:26pm,"705 N. Main St., Pueblo, CO",-104.608919,38.2736572,"705 n main st, pueblo, co 81003, usa",Geocoded
CO596,Woodlander,,428 E. Hyman Ave.,Aspen,CO,(M),Bars/Clubs,,1969,NA,4/9/2020 1:07am,7/23/2020 7:26pm,"428 E. Hyman Ave., Aspen, CO",-106.818898,39.189146,"428 e hyman ave, aspen, co 81611, usa",Geocoded
CO597,Buff Room,,1360 College Ave.,Boulder,CO,"(M),(YC)",Bars/Clubs,,1969,NA,4/9/2020 1:07am,7/23/2020 7:26pm,"1360 College Ave., Boulder, CO",-105.2751532,40.007289,"1360 college ave, boulder, co 80302, usa",Geocoded
CO598,Cavalier Lounge,,818 Arctures Dr.,Colorado Springs,CO,(M),Bars/Clubs,,1969,NA,4/9/2020 1:07am,7/23/2020 7:26pm,"818 Arctures Dr., Colorado Springs, CO",-104.8420271,38.809301,"818 arcturus dr, colorado springs, co 80905, usa",Geocoded
CO599,Gimlet Lounge,,2732 Airport Rd.,Colorado Springs,CO,(M),Bars/Clubs,,1969,NA,4/9/2020 1:10am,7/23/2020 7:26pm,"2732 Airport Rd., Colorado Springs, CO",-104.7787237,38.8257483,"2732 airport rd, colorado springs, co 80910, usa",Geocoded
CO600,Manhattan,,14 E Pikes Pk Ave.,Colorado Springs,CO,(M),Bars/Clubs,,1969,NA,4/9/2020 1:10am,7/23/2020 7:26pm,"14 E Pikes Pk Ave., Colorado Springs, CO",-104.824459,38.834215,"14 e pikes peak ave, colorado springs, co 80903, usa",Geocoded
CO601,Red Ram Lounge,Alamo Hotel Tejon & Cucharras,,Colorado Springs,CO,(M),"Bars/Clubs,Hotels",checked,1969,NA,4/9/2020 1:10am,7/23/2020 7:26pm,", Colorado Springs, CO",-104.824167,38.831331,unclear_coded_by_hand,Found
CO602,Red Ram Lounge,Alamo Hotel Tejon & Cucharras,,Colorado Springs,CO,(M),"Bars/Clubs,Hotels",checked,1969,NA,4/9/2020 1:10am,7/14/2020 9:32am,", CO",-104.824167,38.831331,unclear_coded_by_hand,Found
CO603,Wee-G's Lounge,,517 E. Pikes Pk Ave.,Colorado Springs,CO,"(G),(M)",Bars/Clubs,,1969,NA,4/9/2020 1:10am,7/23/2020 7:26pm,"517 E. Pikes Pk Ave., Colorado Springs, CO",-104.8154983,38.833351,"517 e pikes peak ave, colorado springs, co 80903, usa",Geocoded
CO604,Back Door,(use alley entrance behind front door at 1547 Broadway),1547 Broadway,Denver,CO,(S),Bars/Clubs,,1969,NA,4/9/2020 1:11am,7/23/2020 7:26pm,"1547 Broadway, Denver, CO",-104.9874105,39.7408351,"1547 broadway, denver, co 80202, usa",Geocoded
CO605,Capitol Lounge,,1518 Broadway,Denver,CO,(*),Bars/Clubs,,1969,NA,4/9/2020 1:11am,7/23/2020 7:26pm,"1518 Broadway, Denver, CO",-104.9871217,39.7405562,"1518 broadway, denver, co 80202, usa",Geocoded
CO606,Cherry Creek Tavern,,1301 Lawrence,Denver,CO,(G),Bars/Clubs,,1969,NA,4/9/2020 1:11am,7/23/2020 7:26pm,"1301 Lawrence, Denver, CO",-105.0007103,39.7452738,"1301 lawrence st, denver, co 80204, usa",Geocoded
CO607,Court Jester,,1671 Court Pl.,Denver,CO,"(YC),(*)",Bars/Clubs,,1969,NA,4/9/2020 1:12am,7/23/2020 7:26pm,"1671 Court Pl., Denver, CO",-104.9875646,39.7433077,"1671 court pl, denver, co 80202, usa",Geocoded
CO608,Eddie's Last Chance,(after hours),1549 Broadway,Denver,CO,(C),Restaurant,,1969,NA,4/9/2020 1:12am,7/23/2020 7:26pm,"1549 Broadway, Denver, CO",-104.9877972,39.6885489,"1549 broadway, denver, co 80210, usa",Geocoded
CO609,Front Door,,1547 Broadway,Denver,CO,"(D),(*)",Bars/Clubs,,1969,NA,4/9/2020 1:12am,7/23/2020 7:26pm,"1547 Broadway, Denver, CO",-104.9874105,39.7408351,"1547 broadway, denver, co 80202, usa",Geocoded
CO610,Lake Baths,,3540 Colfax,Denver,CO,,Baths,,1969,NA,4/9/2020 1:13am,7/23/2020 7:26pm,"3540 Colfax, Denver, CO",-105.0341441,39.7401412,"3540 w colfax ave, denver, co 80204, usa",Geocoded
CO611,Pink Elephant,,321 E Colfax,Denver,CO,(M),Bars/Clubs,,1969,NA,4/9/2020 1:14am,7/23/2020 7:26pm,"321 E Colfax, Denver, CO",-104.9828334,39.74021,"321 e colfax ave, denver, co 80203, usa",Geocoded
CO612,Pirates Den,(use back door),17th & Federal,Denver,CO,,Bars/Clubs,checked,1969,NA,4/9/2020 1:14am,7/23/2020 7:26pm,"17th & Federal, Denver, CO",-105.02524,39.743952,unclear_coded_by_hand,Found
CO613,Pirates Den,(use back door),17th & Federal,Denver,CO,,Bars/Clubs,checked,1969,NA,4/9/2020 1:14am,4/9/2020 1:19am,"17th & Federal, CO",-105.02524,39.743952,unclear_coded_by_hand,Found
CO614,Sands,(best Sundays),1573 Clenarm Pl.,Denver,CO,"(M),(RT)",Bars/Clubs,,1969,NA,4/9/2020 1:14am,7/23/2020 7:26pm,"1573 Clenarm Pl., Denver, CO",-104.9909591,39.7438134,"1573 glenarm pl, denver, co 80202, usa",Geocoded
CO615,Theatre Bar,(upstairs & downstairs),1611 Glenarm Pl.,Denver,CO,(*),Bars/Clubs,,1969,NA,4/9/2020 1:17am,7/23/2020 7:26pm,"1611 Glenarm Pl., Denver, CO",-104.9903716,39.7441076,"1611 glenarm pl, denver, co 80202, usa",Geocoded
CO616,Dino's,,618 N. Main St.,Pueblo,CO,(M),Bars/Clubs,,1969,NA,4/9/2020 1:18am,7/23/2020 7:26pm,"618 N. Main St., Pueblo, CO",-104.6085147,38.2731057,"618 n main st, pueblo, co 81003, usa",Geocoded
CO617,Topper,,705 N. Main St.,Pueblo,CO,(M),Bars/Clubs,,1969,NA,4/9/2020 1:19am,7/23/2020 7:26pm,"705 N. Main St., Pueblo, CO",-104.608919,38.2736572,"705 n main st, pueblo, co 81003, usa",Geocoded
CO618,Woodlander,,428 E Hyman Av.,Aspen,CO,(M),Bars/Clubs,,1968,NA,4/9/2020 1:21am,7/23/2020 7:26pm,"428 E Hyman Av., Aspen, CO",-106.818898,39.189146,"428 e hyman ave, aspen, co 81611, usa",Geocoded
CO619,Buff Room,(collegiate),1360 College Av.,Boulder,CO,(M),Bars/Clubs,,1968,NA,4/9/2020 1:21am,7/23/2020 7:26pm,"1360 College Av., Boulder, CO",-105.2751532,40.007289,"1360 college ave, boulder, co 80302, usa",Geocoded
CO620,Manhattan,,14 E Pikes Pk Av,Colorado Springs,CO,(M),Bars/Clubs,,1968,NA,4/9/2020 1:22am,7/23/2020 7:26pm,"14 E Pikes Pk Av, Colorado Springs, CO",-104.824459,38.834215,"14 e pikes peak ave, colorado springs, co 80903, usa",Geocoded
CO621,Red Fox,,126 S Tyson,Colorado Springs,CO,(M),Bars/Clubs,,1968,NA,4/9/2020 1:22am,7/23/2020 7:26pm,"126 S Tyson, Colorado Springs, CO",-104.8241621,38.831396,"126 s tejon st, colorado springs, co 80903, usa",Geocoded
CO622,Cherry Creek Tavern,,1301 Lawrence,Denver,CO,(G),Bars/Clubs,,1968,NA,4/9/2020 1:22am,7/23/2020 7:26pm,"1301 Lawrence, Denver, CO",-105.0007103,39.7452738,"1301 lawrence st, denver, co 80204, usa",Geocoded
CO623,Court Jester,,1617 Court Pl.,Denver,CO,(*),Bars/Clubs,,1968,NA,4/9/2020 1:22am,7/23/2020 7:26pm,"1617 Court Pl., Denver, CO",-104.9882761,39.742858,"1617 court pl, denver, co 80202, usa",Geocoded
CO624,Front Door,,1547 Broadway,Denver,CO,"(D),(RT),(*)",Bars/Clubs,,1968,NA,4/9/2020 1:23am,7/23/2020 7:26pm,"1547 Broadway, Denver, CO",-104.9874105,39.7408351,"1547 broadway, denver, co 80202, usa",Geocoded
CO625,Lake Baths,,3540 Colfax,Denver,CO,,Baths,,1968,NA,4/9/2020 1:23am,7/23/2020 7:26pm,"3540 Colfax, Denver, CO",-105.0341441,39.7401412,"3540 w colfax ave, denver, co 80204, usa",Geocoded
CO626,Pirate's Den,(via back door),17th & Federal,Denver,CO,,Bars/Clubs,checked,1968,NA,4/9/2020 1:23am,4/9/2020 1:29am,"17th & Federal, CO",-105.02524,39.743952,unclear_coded_by_hand,Found
CO627,Pirate's Den ,(via back door),17th & Federal,Denver,CO,,Bars/Clubs,checked,1968,NA,4/9/2020 1:23am,7/23/2020 7:26pm,"17th & Federal, Denver, CO",-105.02524,39.743952,unclear_coded_by_hand,Found
CO628,Sand's,(best Sundays),1523 Glenarm Pl.,Denver,CO,"(M),(RT)",Bars/Clubs,,1968,NA,4/9/2020 1:24am,7/23/2020 7:26pm,"1523 Glenarm Pl., Denver, CO",-104.9917342,39.7435092,"1523 glenarm pl, denver, co 80202, usa",Geocoded
CO629,Theatre Bar,(upstairs & downstairs),1611 Glenarm Pl.,Denver,CO,(*),Bars/Clubs,,1968,NA,4/9/2020 1:24am,7/23/2020 7:26pm,"1611 Glenarm Pl., Denver, CO",-104.9903716,39.7441076,"1611 glenarm pl, denver, co 80202, usa",Geocoded
CO630,Dino's,,618 N Main St.,Pueblo,CO,(M),Bars/Clubs,,1968,NA,4/9/2020 1:25am,7/23/2020 7:26pm,"618 N Main St., Pueblo, CO",-104.6085147,38.2731057,"618 n main st, pueblo, co 81003, usa",Geocoded
CO631,Topper,,705 N Main St.,Pueblo,CO,(M),Bars/Clubs,,1968,NA,4/9/2020 1:25am,7/23/2020 7:26pm,"705 N Main St., Pueblo, CO",-104.608919,38.2736572,"705 n main st, pueblo, co 81003, usa",Geocoded
CO632,Manhattan ,,14 E Pike's Peak Av.,Colorado Springs,CO,(M),Bars/Clubs,,1966,NA,4/9/2020 1:30am,7/23/2020 7:26pm,"14 E Pike's Peak Av., Colorado Springs, CO",-104.824459,38.834215,"14 e pikes peak ave, colorado springs, co 80903, usa",Geocoded
CO633,Red Fox,,126 S Tejon ,Colorado Springs,CO,(M),Bars/Clubs,,1966,NA,4/9/2020 1:32am,7/23/2020 7:26pm,"126 S Tejon , Colorado Springs, CO",-104.8241621,38.831396,"126 s tejon st, colorado springs, co 80903, usa",Geocoded
CO634,Cherry Creek Tavern,,1301 Lawrence,Denver,CO,(G),Bars/Clubs,,1966,NA,4/9/2020 1:32am,7/23/2020 7:26pm,"1301 Lawrence, Denver, CO",-105.0007103,39.7452738,"1301 lawrence st, denver, co 80204, usa",Geocoded
CO635,Court Jester,,1617 Court Pl.,Denver,CO,(*),Bars/Clubs,,1966,NA,4/9/2020 1:32am,7/23/2020 7:26pm,"1617 Court Pl., Denver, CO",-104.9882761,39.742858,"1617 court pl, denver, co 80202, usa",Geocoded
CO636,Front Door ,,1547 Broadway,Denver,CO,"(D),(RT),(*)",Bars/Clubs,,1966,NA,4/9/2020 1:32am,7/23/2020 7:26pm,"1547 Broadway, Denver, CO",-104.9874105,39.7408351,"1547 broadway, denver, co 80202, usa",Geocoded
CO637,Lake Baths,,3540 Colfax,Denver,CO,,Baths,,1966,NA,4/9/2020 1:33am,7/23/2020 7:26pm,"3540 Colfax, Denver, CO",-105.0341441,39.7401412,"3540 w colfax ave, denver, co 80204, usa",Geocoded
CO638,Mixer Club,,1713 Curtis,Denver,CO,"(G),(D)",Bars/Clubs,,1966,NA,4/9/2020 1:33am,7/23/2020 7:26pm,"1713 Curtis, Denver, CO",-104.9934327,39.7482399,"1713 curtis street, denver, co 80202, usa",Geocoded
CO639,Pirate's Den,(via back door),17th & Federal,Denver,CO,,Bars/Clubs,checked,1966,NA,4/9/2020 1:33am,7/23/2020 7:26pm,"17th & Federal, Denver, CO",-105.02524,39.743952,unclear_coded_by_hand,Found
CO640,Pirate's Den,(via back door),17th & Federal,Denver,CO,,Bars/Clubs,checked,1966,NA,4/9/2020 1:33am,4/9/2020 1:39am,"17th & Federal, CO",-105.02524,39.743952,unclear_coded_by_hand,Found
CO641,Sands,(Sundays),1523 Glenarm Pl.,Denver,CO,"(M),(RT)",Bars/Clubs,,1966,NA,4/9/2020 1:34am,7/23/2020 7:26pm,"1523 Glenarm Pl., Denver, CO",-104.9917342,39.7435092,"1523 glenarm pl, denver, co 80202, usa",Geocoded
CO642,Theatre Bar,(upstairs & downstairs),1611 Glenarm Pl.,Denver,CO,(*),Bars/Clubs,,1966,NA,4/9/2020 1:34am,7/23/2020 7:26pm,"1611 Glenarm Pl., Denver, CO",-104.9903716,39.7441076,"1611 glenarm pl, denver, co 80202, usa",Geocoded
CO643,Dino's,,618 N Main St.,Pueblo,CO,(M),Bars/Clubs,,1966,NA,4/9/2020 1:34am,7/23/2020 7:26pm,"618 N Main St., Pueblo, CO",-104.6085147,38.2731057,"618 n main st, pueblo, co 81003, usa",Geocoded
CO644,Topper ,,705 N Main St.,Pueblo,CO,(M),Bars/Clubs,,1966,NA,4/9/2020 1:34am,7/23/2020 7:26pm,"705 N Main St., Pueblo, CO",-104.608919,38.2736572,"705 n main st, pueblo, co 81003, usa",Geocoded
CO645,Manhattan,,14 E Pike's Peak Av.,Colorado Springs,CO,(M),Bars/Clubs,,1965,NA,4/9/2020 1:36am,7/23/2020 7:26pm,"14 E Pike's Peak Av., Colorado Springs, CO",-104.824459,38.834215,"14 e pikes peak ave, colorado springs, co 80903, usa",Geocoded
CO646,Red Fox,,126 S. Tejon,Colorado Springs,CO,"(M),(*)",Bars/Clubs,,1965,NA,4/9/2020 1:36am,7/23/2020 7:26pm,"126 S. Tejon, Colorado Springs, CO",-104.8241621,38.831396,"126 s tejon st, colorado springs, co 80903, usa",Geocoded
CO647,Cherry Creek Tavern,,1301 Lawrence ,Denver,CO,(G),Bars/Clubs,,1965,NA,4/9/2020 1:36am,7/23/2020 7:26pm,"1301 Lawrence , Denver, CO",-105.0007103,39.7452738,"1301 lawrence st, denver, co 80204, usa",Geocoded
CO648,Court Jester,,1617 Court Pl.,Denver,CO,(*),Bars/Clubs,,1965,NA,4/9/2020 1:37am,7/23/2020 7:26pm,"1617 Court Pl., Denver, CO",-104.9882761,39.742858,"1617 court pl, denver, co 80202, usa",Geocoded
CO649,Front Door,,1545 Broadway,Denver,CO,"(*),(D)",Bars/Clubs,,1965,NA,4/9/2020 1:37am,7/23/2020 7:26pm,"1545 Broadway, Denver, CO",-104.9874105,39.7408351,"1545 broadway, denver, co 80202, usa",Geocoded
CO650,Lake Baths,,3540 Colfax,Denver,CO,,Baths,,1965,NA,4/9/2020 1:37am,7/23/2020 7:26pm,"3540 Colfax, Denver, CO",-105.0341441,39.7401412,"3540 w colfax ave, denver, co 80204, usa",Geocoded
CO651,Mixer Club,,1713 Curtis St.,Denver,CO,"(G),(D)",Bars/Clubs,,1965,NA,4/9/2020 1:37am,7/23/2020 7:26pm,"1713 Curtis St., Denver, CO",-104.9934327,39.7482399,"1713 curtis street, denver, co 80202, usa",Geocoded
CO652,Sands ,,1523 Glenarm Pl.,Denver,CO,(M),Bars/Clubs,,1965,NA,4/9/2020 1:38am,7/23/2020 7:26pm,"1523 Glenarm Pl., Denver, CO",-104.9917342,39.7435092,"1523 glenarm pl, denver, co 80202, usa",Geocoded
CO653,Ship's Tavern,Brown Palace Hotel,17th & Tremont,Denver,CO,"(M),(PE)","Bars/Clubs,Hotels",checked,1965,NA,4/9/2020 1:38am,7/23/2020 7:26pm,"17th & Tremont, Denver, CO",-104.988361,39.744099,unclear_coded_by_hand,Found
