ID,title,description,streetaddress,city,Year,notes,full.address,lat,lon,geoAddress,status
1140,Clift Hotel,,700 N. Coast Hwy.,Laguna Beach,1975,,"700 N. Coast Hwy., Laguna Beach, CA",33.5467853,-117.7949582,"700 n coast hwy, laguna beach, ca 92651, usa",Geocoded
55,Clift Hotel ,,700 N. Coast Hwy. ,Laguna Beach,1976,,"700 N. Coast Hwy. , Laguna Beach , CA",33.5467853,-117.7949582,"700 n coast hwy, laguna beach, ca 92651, usa",Geocoded
74,Clift Motel,,741 So. Coast Hwy,Laguna Beach,1978,,"741 So. Coast Hwy, Laguna Beach , CA",33.5371685,-117.7795371,"741 s coast hwy, laguna beach, ca 92651, usa",Geocoded
64,Clift Motel ,,700 North Coast Hwy. ,Laguna Beach,1977,,"700 North Coast Hwy. , Laguna Beach , CA",33.5467853,-117.7949582,"700 n coast hwy, laguna beach, ca 92651, usa",Geocoded
1142,Clift Terrace Hotel,,741 S. Coast Hwy.,Laguna Beach,1980,,"741 S. Coast Hwy., Laguna Beach , CA",33.5371685,-117.7795371,"741 s coast hwy, laguna beach, ca 92651, usa",Geocoded
71,Clift Terrace Hotel,,741 S. Coast Hwy.,Laguna Beach,1979,,"741 S. Coast Hwy., Laguna Beach , CA",33.5371685,-117.7795371,"741 s coast hwy, laguna beach, ca 92651, usa",Geocoded
1114,Climax,(AH - 'teenie boppers' may be closing),11918 Garden Grove Blvd.,Garden Grove,1975,,"11918 Garden Grove Blvd., Garden Grove, CA",33.7739029,-117.9245416,"11918 garden grove blvd, garden grove, ca 92843, usa",Geocoded
156,Clipper,(Forestville),9117 River Rd.,Russian River ,1975,,"9117 River Rd., Russian River, CA",38.4983736,-122.9028428,"9117 river rd, forestville, ca 95436, usa",Geocoded
,Clipper ,(popular summer resort) ,9117 River Rd.,Forestville,1974,,"9117 River Rd., Forestville, CA",38.4983736,-122.9028428,"9117 river rd, forestville, ca 95436, usa",Geocoded
244,Clock Garden,,565 Abrego,Monterey,1973,,"565 Abrego, Monterey, CA",36.5971466,-121.8921254,"565 abrego st, monterey, ca 93940, usa",Geocoded
184,Clock Garden Restaurant,,565 Abrego,Monterey,1971,,"565 Abrego, Monterey, CA",36.5971466,-121.8921254,"565 abrego st, monterey, ca 93940, usa",Geocoded
213,Clock Garden Restaurant,,565 Abrego,Monterey,1970,,"565 Abrego, Monterey, CA",36.5971466,-121.8921254,"565 abrego st, monterey, ca 93940, usa",Geocoded
271,Clock Garden Resturant,,565 Abrego,Monterey,1972,,"565 Abrego, Monterey, CA",36.5971466,-121.8921254,"565 abrego st, monterey, ca 93940, usa",Geocoded
60,Closet,,7561 Suset Blvd,Los Angeles,1972,,"7561 Suset Blvd, Los Angeles , CA",34.0983053,-118.3544586,"7561 sunset blvd, los angeles, ca 90046, usa",Geocoded
433,Cloud Seven,(Disco),2360 Polk St.,San Francisco,1978,,"2360 Polk St., San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
526,Cloud Seven,,2360 Polk St.,San Francisco,1979,,"2360 Polk St., San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
1637,Cloud Seven,,2360 Polk St.,San Francisco,1980,,"2360 Polk St., San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
501,Cloud Seven,(Disco) ,2360 Polk Street ,San Francisco,1977,,"2360 Polk Street , San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
,Cloud Seven,,2360 Polk St,San Francisco,1974,,"2360 Polk St, San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
246,Cloud Seven,,2360 Polk St.,San Francisco,1970,,"2360 Polk St., San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
222,Cloud Seven,,2360 Polk St,San Francisco,1969,,"2360 Polk St, San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
333,Cloud Seven,,2360 Polk St.,San Francisco,1972,,"2360 Polk St., San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
393,Cloud Seven,,2360 Polk St.,San Francisco,1973,,"2360 Polk St., San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
213,Cloud Seven,,2360 Polk St,San Francisco,1965,,"2360 Polk St, San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
438,Cloud Seven ,,2360 Polk St. ,San Francisco,1976,,"2360 Polk St. , San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
255,Cloud Seven ,,2360 Polk St. ,San Francisco,1971,,"2360 Polk St. , San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
167,Cloud Seven ,,2360 Polk St,San Francisco,1966,,"2360 Polk St, San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
,Cloud Seven ,,2360 Polk St. ,San Francisco,1968,,"2360 Polk St. , San Francisco, CA",37.7987047,-122.4221676,"2360 polk st, san francisco, ca 94109, usa",Geocoded
146,Clown,(Burbank),1117 N. Hollywood Way,Burbank,1971,,"1117 N. Hollywood Way, Burbank, CA",34.1700062,-118.3485086,"1117 n hollywood way, burbank, ca 91505, usa",Geocoded
105,Clown,,1117 North Hollywood,Burbank,1970,,"1117 North Hollywood, Burbank, CA",34.1700062,-118.3485086,"1117 n hollywood way, burbank, ca 91505, usa",Geocoded
88,Clown,,1117 B Hollywood Way,Burbank,1968,,"1117 B Hollywood Way, Burbank, CA",34.1700317,-118.3485204,"1117b n hollywood way, burbank, ca 91505, usa",Geocoded
111,Clown,,1117 Hollywood Way ,Burbank,1969,,"1117 Hollywood Way , Burbank, CA",34.1700062,-118.3485086,"1117 n hollywood way, burbank, ca 91505, usa",Geocoded
1116,Club,,16805 S. Western,Gardena ,1980,,"16805 S. Western, Gardena , CA",33.8790767,-118.3095809,"16805 s western ave, gardena, ca 90247, usa",Geocoded
49,Club,,16805 So. Westen,Gardena ,1978,,"16805 So. Westen, Gardena , CA",33.8790767,-118.3095809,"16805 s western ave, gardena, ca 90247, usa",Geocoded
45,Club,,16805 S. Western,Gardena ,1979,,"16805 S. Western, Gardena , CA",33.8790767,-118.3095809,"16805 s western ave, gardena, ca 90247, usa",Geocoded
24,Club,,16805 S. Western,Gardena ,1973,,"16805 S. Western, Gardena, CA",33.8790767,-118.3095809,"16805 s western ave, gardena, ca 90247, usa",Geocoded
17,Club,,16805 S. Western,Gardena ,1974,,"16805 S. Western, Gardena, CA",33.8790767,-118.3095809,"16805 s western ave, gardena, ca 90247, usa",Geocoded
8,Club,,16805 S. Western,Gardena ,1972,,"16805 S. Western, Gardena, CA",33.8790767,-118.3095809,"16805 s western ave, gardena, ca 90247, usa",Geocoded
1111,Club,,16805 S. Western,Gardena ,1975,,"16805 S. Western, Gardena, CA",33.8790767,-118.3095809,"16805 s western ave, gardena, ca 90247, usa",Geocoded
1258,Club,(W. L.A.),8947 National Blvd.,Los Angeles,1975,,"8947 National Blvd., Los Angeles, CA",34.030594,-118.3894121,"8947 national blvd, los angeles, ca 90034, usa",Geocoded
NA,Club,(Sunday Brunch) Kettner & Laurel,,San Diego,1978,,", CA",32.730059,-117.171994,unclear_coded_by_hand,Found
697,Club,(Liquor) (Sun. brunch) ('Mixed bag'),Kettner & Laurel,San Diego,1979,,"Kettner & Laurel, CA",32.730059,-117.171994,unclear_coded_by_hand,Found
NA,Club,(Liquor) (Sun. brunch) ('Mixed bag') Kettner & Laurel,,San Diego,1980,,", CA",32.730059,-117.171994,unclear_coded_by_hand,Found
295,Club,,2501 Kettner,San Diego,1974,,"2501 Kettner, San Diego , CA",32.7302797,-117.1717626,"2501 kettner blvd, san diego, ca 92101, usa",Geocoded
350,Club,,2502 Kettner,San Diego,1973,,"2502 Kettner, San Diego , CA",32.7300827,-117.1720041,"2502 kettner blvd, san diego, ca 92101, usa",Geocoded
232,Club,,2501 Kettner ,San Diego,1971,,"2501 Kettner , San Diego , CA",32.7302797,-117.1717626,"2501 kettner blvd, san diego, ca 92101, usa",Geocoded
106,Club,,2501 Kettner,San Diego,1965,,"2501 Kettner, San Diego, CA",32.7302797,-117.1717626,"2501 kettner blvd, san diego, ca 92101, usa",Geocoded
153,Club,,2501 Kettner,San Diego,1968,,"2501 Kettner, San Diego, CA",32.7302797,-117.1717626,"2501 kettner blvd, san diego, ca 92101, usa",Geocoded
127,Club,,2501 Kettner,San Diego,1966,,"2501 Kettner, San Diego, CA",32.7302797,-117.1717626,"2501 kettner blvd, san diego, ca 92101, usa",Geocoded
192,Club,(Sunday Brunch),2501 Kettner,San Diego,1975,,"2501 Kettner, San Diego, CA",32.7302797,-117.1717626,"2501 kettner blvd, san diego, ca 92101, usa",Geocoded
168,Club,,2501 Kettner,San Diego,1972,,"2501 Kettner, San Diego , CA",32.7302797,-117.1717626,"2501 kettner blvd, san diego, ca 92101, usa",Geocoded
39,Club ,,16805 South Western ,Gardena ,1977,,"16805 South Western , Gardena, CA",33.8790767,-118.3095809,"16805 s western ave, gardena, ca 90247, usa",Geocoded
31,Club ,,16805 S. Western,Gardena ,1976,,"16805 S. Western, Gardena, CA",33.8790767,-118.3095809,"16805 s western ave, gardena, ca 90247, usa",Geocoded
381,Club ,('teenie boppers') (no booze) Kettner & Laurel,2501 Kettner ,San Diego,1976,,"2501 Kettner , San Diego , CA",32.7302797,-117.1717626,"2501 kettner blvd, san diego, ca 92101, usa",Geocoded
207,Club ,,2501 Kettner ,San Diego,1969,,"2501 Kettner , San Diego , CA",32.7302797,-117.1717626,"2501 kettner blvd, san diego, ca 92101, usa",Geocoded
NA,Club  House,(may be closing) (Guerneville),Casadero Rd.,Russian RIver,1978,,"Casadero Rd., CA",38.496872,-123.008994,unclear_coded_by_hand,General City Coordinates Used
665,Club 21,(Many G) (Looks promising) -A,2314 Monument Blvd.,Pleasant Hill,1979,,"2314 Monument Blvd., CA",37.942548,-122.058398,unclear_coded_by_hand,Found
1548,Club 540 ,(Good days),540 W. C St.,San Diego,1980,,"540 W. C St., San Diego , CA",32.7168138,-117.1592365,"540 c st, san diego, ca 92101, usa",Geocoded
169,Club 2220,,2220 University Ave,San Diego,1972,,"2220 University Ave, San Diego , CA",32.7484394,-117.1406447,"2220 university ave, san diego, ca 92104, usa",Geocoded
9,Club Alondra,,126 E. Alondra,Gardena ,1972,,"126 E. Alondra, Gardena, CA",33.8854118,-118.2749083,"126 e alondra blvd, gardena, ca 90248, usa",Geocoded
1504,Club Baths of Sacramento,('Dullsville') ,1537 Sacramento ,Bryte,1980,,"1537 Sacramento , Bryte, CA",38.5904398,-121.5385614,"1537 sacramento ave, west sacramento, ca 95605, usa",Geocoded
,Club Baths of Sacramento,,1537 Sacramento ,Bryte,1974,,"1537 Sacramento , Bryte, CA",38.5904398,-121.5385614,"1537 sacramento ave, west sacramento, ca 95605, usa",Geocoded
401,Club Baths of Sacramento,"('Dullsville') (Bryte)
",1537 Sacramento,Sacramento ,1979,,"1537 Sacramento, Sacramento , CA",38.5936957,-121.4161576,"1537 howe ave # 118, sacramento, ca 95825, usa",Geocoded
378,Club Baths of Sacramento,(Bryte),1537 Sacramento,Sacramento ,1978,,"1537 Sacramento, Sacramento , CA",38.5936957,-121.4161576,"1537 howe ave # 118, sacramento, ca 95825, usa",Geocoded
323,Club Baths of Sacramento,(Bryte),1531 Sacramento,Sacramento ,1973,,"1531 Sacramento, Sacramento , CA",38.5741437,-121.4875981,"1531 n st, sacramento, ca 95814, usa",Geocoded
160,Club Baths of Sacramento,(Bryte),1537 Sacramento,Sacramento ,1975,,"1537 Sacramento, Sacramento, CA",38.5936957,-121.4161576,"1537 howe ave # 118, sacramento, ca 95825, usa",Geocoded
348,Club Baths of Sacramento ,,1537 Sacramento ,Sacramento ,1976,,"1537 Sacramento , Sacramento , CA",38.5936957,-121.4161576,"1537 howe ave # 118, sacramento, ca 95825, usa",Geocoded
434,Club Baths of San Francisco,(Baths) (an alley off Townsend betw. 3rd & 4th Sts.) (Member CBC Chain),330 Ritch St.,San Francisco,1978,,"330 Ritch St., San Francisco, CA",37.7788625,-122.3938303,"330 ritch st, san francisco, ca 94107, usa",Geocoded
716,Club Baths of San Francisco,,8th & Howard,San Francisco,1979,,"8th & Howard, CA",37.776233,-122.411621,unclear_coded_by_hand,Found
NA,Club Baths of San Francisco,8th & Howard,,San Francisco,1980,,", CA",37.776233,-122.411621,unclear_coded_by_hand,Found
554,Club Baths of San Fransisco,201- 8th street at Howard,,San Francisco,1977,,", CA",37.776233,-122.411621,unclear_coded_by_hand,Found
1313,Club Diana ,,4061 Pico Blvd.,Los Angeles,1980,,"4061 Pico Blvd., Los Angeles , CA",34.047867,-118.3239581,"4061 w pico blvd, los angeles, ca 90019, usa",Geocoded
528,Club Dori,,427 Presidio,San Francisco,1979,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
1639,Club Dori,,427 Presidio,San Francisco,1980,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
256,Club Dori,,427 Presidio,San Francisco,1971,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
,Club Dori,,427 Presidio,San Francisco,1974,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
299,Club Dori,,427 Presidio,San Francisco,1973,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
242,Club Dori,,427 Presidio,San Francisco,1975,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
223,Club Dori,,427 Presidio,San Francisco,1969,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
247,Club Dori,,427 Presidio,San Francisco,1970,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
168,Club Dori,,427 Presidio,San Francisco,1966,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
334,Club Dori,,427 Presidio,San Francisco,1972,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
214,Club Dori,,427 Presidio,San Francisco,1965,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
503,Club Dori ,,427 Presidio,San Francisco,1977,,"427 Presidio, San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
439,Club Dori ,,427 Presidio ,San Francisco,1976,,"427 Presidio , San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
,Club Dori ,,427 Presido ,San Francisco,1968,,"427 Presido , San Francisco, CA",37.7874136,-122.4471319,"427 presidio ave, san francisco, ca 94115, usa",Geocoded
279,Club Forty Niner,(N. Hollywood),6411 Lankershim,Hollywood,1979,,"6411 Lankershim, Hollywood, CA",34.1871471,-118.3880805,"6411 lankershim blvd, north hollywood, ca 91606, usa",Geocoded
1367,Club Forty Niner ,,6411 Lankershim,North Hollywood,1980,,"6411 Lankershim, North Hollywood , CA",34.1871471,-118.3880805,"6411 lankershim blvd, north hollywood, ca 91606, usa",Geocoded
,Club Hangover ,,729 Bush St. ,San Francisco,1968,,"729 Bush St. , San Francisco, CA",37.7899274,-122.4092401,"729 bush st, san francisco, ca 94108, usa",Geocoded
233,Club Horizon,,3416 W. Washington,Los Angeles,1979,,"3416 W. Washington, Los Angeles , CA",34.0396669,-118.3219804,"3416 w washington blvd, los angeles, ca 90018, usa",Geocoded
1314,Club Horizon,,3416 W. Washington ,Los Angeles,1980,,"3416 W. Washington , Los Angeles , CA",34.0396669,-118.3219804,"3416 w washington blvd, los angeles, ca 90018, usa",Geocoded
357,Club House,(Use rear door),1936 E. Colorado Blvd.,Pasadena ,1978,,"1936 E. Colorado Blvd., Pasadena , CA",34.1457904,-118.1104704,"1936 e colorado blvd, pasadena, ca 91107, usa",Geocoded
130,Club House,(Use rear door),1936 E. Colorado,Pasadena ,1975,,"1936 E. Colorado, Pasadena, CA",34.1457904,-118.1104704,"1936 e colorado blvd, pasadena, ca 91107, usa",Geocoded
273,Club House,Also (C) After hours. Use Back door,1936 E. Colorado Blvd. ,Pasadena ,1974,,"1936 E. Colorado Blvd. , Pasadena , CA",34.1457904,-118.1104704,"1936 e colorado blvd, pasadena, ca 91107, usa",Geocoded
285,Club House,(also (C) after hours),1936 E. Colorado Blvd.,Pasadena ,1973,,"1936 E. Colorado Blvd., Pasadena , CA",34.1457904,-118.1104704,"1936 e colorado blvd, pasadena, ca 91107, usa",Geocoded
527,Club House,Casadero Road (Guerneville),,Russian River ,1977,,", CA",38.496872,-123.008994,unclear_coded_by_hand,General City Coordinates Used
356,Club House ,(Use rear door) ,1936 E. Colorando Boulevard ,Pasadena ,1977,,"1936 E. Colorando Boulevard , Pasadena , CA",34.1457904,-118.1104704,"1936 e colorado blvd, pasadena, ca 91107, usa",Geocoded
82,Club Laurel,,12319 Ventura Blvd,Studio City,1966,,"12319 Ventura Blvd, Studio City, CA",34.1432699,-118.4015524,"12319 ventura blvd, north hollywood, ca 91604, usa",Geocoded
89,Club Laurel,,12319 Ventura Blvd,Studio City,1968,,"12319 Ventura Blvd, Studio City, CA",34.1432699,-118.4015524,"12319 ventura blvd, north hollywood, ca 91604, usa",Geocoded
67,Club Laurel,,12319 Ventura Blvd.,Studio City,1965,,"12319 Ventura Blvd., Studio City, CA",34.1432699,-118.4015524,"12319 ventura blvd, north hollywood, ca 91604, usa",Geocoded
112,Club Laurel,,12319 Ventura Blvd,Studio City,1969,,"12319 Ventura Blvd, Studio City, CA",34.1432699,-118.4015524,"12319 ventura blvd, north hollywood, ca 91604, usa",Geocoded
443,Club Lombard,"('Teenie-boppers', 18 & over)",942 Columbus St.,San Diego,1979,,"942 Columbus St., San Diego , CA",32.9090117,-117.1491208,"columbus st, san diego, ca 92126, usa",Geocoded
447,Club Lombard,(18 & over) Hotel San Diego (West Wing),957 State St.,San Diego,1978,,"957 State St., San Diego , CA",32.7152185,-117.1665119,"957 state st, san diego, ca 92101, usa",Geocoded
143,Club Los Angeles Baths,(Should be a winner),4424 Melrose Ave.,Hollywood,1979,,"4424 Melrose Ave., Hollywood, CA",34.0834167,-118.2972885,"4424 melrose ave, los angeles, ca 90029, usa",Geocoded
1212,Club Los Angeles Baths,,4424 Melrose Ave.,Hollywood,1980,,"4424 Melrose Ave., Hollywood, CA",34.0834167,-118.2972885,"4424 melrose ave, los angeles, ca 90029, usa",Geocoded
335,Club Rendezvour,(upstairs),567 Sutter St.,San Francisco,1972,,"567 Sutter St., San Francisco, CA",37.7889188,-122.4095868,"567 sutter st, san francisco, ca 94102, usa",Geocoded
215,Club Rendezvous,,567 Sutter St,San Francisco,1965,,"567 Sutter St, San Francisco, CA",37.7889188,-122.4095868,"567 sutter st, san francisco, ca 94102, usa",Geocoded
257,Club Rendezvous,(Upstairs),567 Sutter St. ,San Francisco,1971,,"567 Sutter St. , San Francisco, CA",37.7889188,-122.4095868,"567 sutter st, san francisco, ca 94102, usa",Geocoded
224,Club Rendezvous,,567 Sutter St,San Francisco,1969,,"567 Sutter St, San Francisco, CA",37.7889188,-122.4095868,"567 sutter st, san francisco, ca 94102, usa",Geocoded
248,Club Rendezvous,(upstairs),567 Sutter St.,San Francisco,1970,,"567 Sutter St., San Francisco, CA",37.7889188,-122.4095868,"567 sutter st, san francisco, ca 94102, usa",Geocoded
300,Club Rendezvous,(upstairs),567 Sutter St.,San Francisco,1973,,"567 Sutter St., San Francisco, CA",37.7889188,-122.4095868,"567 sutter st, san francisco, ca 94102, usa",Geocoded
,Club Rendezvous,(Disco) (go go boys) (upstairs),567 Sutter St,San Francisco,1974,,"567 Sutter St, San Francisco, CA",37.7889188,-122.4095868,"567 sutter st, san francisco, ca 94102, usa",Geocoded
,Club Rendezvous ,,567 Sutter St. ,San Francisco,1968,,"567 Sutter St. , San Francisco, CA",37.7889188,-122.4095868,"567 sutter st, san francisco, ca 94102, usa",Geocoded
169,Club Rendezvous ,,567 Sutter St,San Francisco,1966,,"567 Sutter St, San Francisco, CA",37.7889188,-122.4095868,"567 sutter st, san francisco, ca 94102, usa",Geocoded
529,Club San Francisco,(C.B.C. Baths) (an alley off Townsend betw. 3rd & 4th Sts.),330 Ritch St.,San Francisco,1979,,"330 Ritch St., San Francisco, CA",37.7788625,-122.3938303,"330 ritch st, san francisco, ca 94107, usa",Geocoded
1640,Club San Francisco,(C.B.C. Baths) (an alley off Townsend betw. 3rd & 4th Sts.),330 Ritch St.,San Francisco,1980,,"330 Ritch St., San Francisco, CA",37.7788625,-122.3938303,"330 ritch st, san francisco, ca 94107, usa",Geocoded
1234,Club San Francisco Baths,(May be opening Summer '74),8th St. at Folsom,San Francisco,1975,,"8th St. at Folsom, CA",37.775006,-122.410084,unclear_coded_by_hand,Found
21,Club Seven,,14th St at 2nd Ave,Oakland,1966,,"14th St at 2nd Ave, CA",37.797953,-122.256325,unclear_coded_by_hand,Found
38,Club Seven,14th St. at 2nd Ave.,,Oakland,1968,,", CA",37.797953,-122.256325,unclear_coded_by_hand,Found
4,Club Seven,,14th St & 2nd Av,Oakland,1965,,"14th St & 2nd Av, CA",37.797953,-122.256325,unclear_coded_by_hand,Found
66,Club Seven,14th St at 2nd Ave,,Oakland,1969,,", CA",37.797953,-122.256325,unclear_coded_by_hand,Found
225,Club Sixty-Seven,,67 6th St,San Francisco,1969,,"67 6th St, San Francisco, CA",37.7814614,-122.4090353,"67 6th st, san francisco, ca 94103, usa",Geocoded
,Club Sixty-Seven ,,67 6th St. ,San Francisco,1968,,"67 6th St. , San Francisco, CA",37.7814614,-122.4090353,"67 6th st, san francisco, ca 94103, usa",Geocoded
435,Club Turkish Baths,"(Some B, OC)",132 Turk St.,San Francisco,1978,,"132 Turk St., San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
530,Club Turkish Baths,"(Some B, OC)",132 Turk St.,San Francisco,1979,,"132 Turk St., San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
216,Club Turkish Baths,,132 Turk St,San Francisco,1965,,"132 Turk St, San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
244,Club Turkish Baths,,132 Turk St.,San Francisco,1975,,"132 Turk St., San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
258,Club Turkish Baths,,132 Turk St. ,San Francisco,1971,,"132 Turk St. , San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
,Club Turkish Baths,,132 Turk St,San Francisco,1974,,"132 Turk St, San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
336,Club Turkish Baths,,132 Turk St.,San Francisco,1972,,"132 Turk St., San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
249,Club Turkish Baths,,132 Turk St.,San Francisco,1970,,"132 Turk St., San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
226,Club Turkish Baths,,132 Turk St,San Francisco,1969,,"132 Turk St, San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
301,Club Turkish Baths,,132 Turk St.,San Francisco,1973,,"132 Turk St., San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
170,Club turkish Baths,,132 Turk St,San Francisco,1966,,"132 Turk St, San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
504,Club Turkish Baths ,,132 Turk Street ,San Francisco,1977,,"132 Turk Street , San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
440,Club Turkish Baths ,,132 Turk St. ,San Francisco,1976,,"132 Turk St. , San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
,Club Turkish Baths ,,132 Turk St. ,San Francisco,1968,,"132 Turk St. , San Francisco, CA",37.7834457,-122.4114878,"132 turk st, san francisco, ca 94102, usa",Geocoded
324,Club Zodiac,(W. Sacramento),4205 W. Capitol Ave.,Sacramento ,1973,,"4205 W. Capitol Ave., Sacramento , CA",38.5775256,-121.5675546,"4205 w capitol ave, west sacramento, ca 95691, usa",Geocoded
192,Clubhouse,"After Hours
",1936 E. Colorado,Pasadena ,1972,,"1936 E. Colorado, Pasadena , CA",34.1457904,-118.1104704,"1936 e colorado blvd, pasadena, ca 91107, usa",Geocoded
205,Clubhouse,,1936 E. Colorado Blvd.,Pasadena ,1971,,"1936 E. Colorado Blvd., Pasadena , CA",34.1457904,-118.1104704,"1936 e colorado blvd, pasadena, ca 91107, usa",Geocoded
1641,Clyde's Corner,at Noe & 16th,1582 Market St.,San Francisco,1980,,"1582 Market St., San Francisco, CA",37.7745598,-122.4203937,"1582 market st, san francisco, ca 94102, usa",Geocoded
75,Coast Inn,,1401 So. Coast Hwy. ,Laguna Beach,1978,,"1401 So. Coast Hwy. , Laguna Beach , CA",33.5315726,-117.7749439,"1401 s coast hwy, laguna beach, ca 92651, usa",Geocoded
1143,Coast Inn,,1401 S. Coast Hwy.,Laguna Beach,1980,,"1401 S. Coast Hwy., Laguna Beach , CA",33.5315726,-117.7749439,"1401 s coast hwy, laguna beach, ca 92651, usa",Geocoded
65,Coast Inn,,1401 South Coast Hwy.,Laguna Beach,1977,,"1401 South Coast Hwy., Laguna Beach , CA",33.5315726,-117.7749439,"1401 s coast hwy, laguna beach, ca 92651, usa",Geocoded
72,Coast Inn,,1401 S. Coast Hwy.,Laguna Beach,1979,,"1401 S. Coast Hwy., Laguna Beach , CA",33.5315726,-117.7749439,"1401 s coast hwy, laguna beach, ca 92651, usa",Geocoded
40,Coast Inn,,1401 S. Coast Hwy,Laguna Beach,1974,,"1401 S. Coast Hwy, Laguna Beach , CA",33.5315726,-117.7749439,"1401 s coast hwy, laguna beach, ca 92651, usa",Geocoded
1141,Coast Inn,,1401 S. Coast Hwy.,Laguna Beach,1975,,"1401 S. Coast Hwy., Laguna Beach, CA",33.5315726,-117.7749439,"1401 s coast hwy, laguna beach, ca 92651, usa",Geocoded
56,Coast Inn ,,1401 S. Coast Hwy. ,Laguna Beach,1976,,"1401 S. Coast Hwy. , Laguna Beach , CA",33.5315726,-117.7749439,"1401 s coast hwy, laguna beach, ca 92651, usa",Geocoded
208,Coast Security Club Baths,,4969 Santa Monica Ave,Ocean Beach,1969,,"4969 Santa Monica Ave, Ocean Beach, CA",32.7471484,-117.249929,"4969 santa monica ave, san diego, ca 92107, usa",Geocoded
68,Coconut Grove,,5444 Crenshaw,Los Angeles,1970,,"5444 Crenshaw, Los Angeles , CA",33.9919247,-118.3303474,"the hartford building, 5444 crenshaw blvd, los angeles, ca 90043, usa",Geocoded
516,Coliseum,Inquire locally,,Redding,1977,,", CA",40.58654,-122.391675,unclear_coded_by_hand,General City Coordinates Used
